title,year,abstract,journal,authors
Determination of pressure drops in flowing geothermal wells by using artificial neural networks and wellbore simulation tools,2015,"The evaluation of the production performance of geothermal  normally required for several  geothermal applications, such  of permeable feed zones in the geothermal reservoir [5]; (iii) the",Applied Thermal …,"['A Bassam', 'AÁ del Castillo', 'O García-Valladares']"
Preliminary report on applications of machine learning techniques to the nevada geothermal play fairway analysis,2020,"Also, geothermal PFA methodologies can vary widely between  artificial intelligence (AI)/machine  learning (ML) methods can enhance PFA and further reduce risks in geothermal",… on geothermal …,"['JE Faulds', 'S Brown', 'M Coolbaugh']"
Machine learning optimization of a novel geothermal driven system with LNG heat sink for hydrogen production and liquefaction,2022,"as solar, wind, geothermal and etc. is growing exponentially. Geothermal energy sources have   Geothermal energy systems are simple, adaptable, safe and clean. Due to the mentioned",Energy Conversion and …,"['JR Mehrenjani', 'A Gharehghani']"
Predicting geothermal favorability in the Western United States by using machine learning: addressing challenges and developing solutions,2022,Previous moderate- and high-temperature geothermal  for geothermal resources in the  western United States created using two strategies applied to three modern machine learning,… on Geothermal …,"['SP Mordensky', 'JJ Lipor', 'J DeAngelo']"
Reservoir modeling and optimization based on deep learning with application to enhanced geothermal systems,2023,Geothermal energy extraction by enhanced geothermal systems (EGS) is promising to  support the continuously increasing energy demand as a renewable energy. The thermal,… Conference and Exhibition …,"['B Yan', 'Z Xu', 'M Gudala', 'Z Tariq']"
"Feedforward neural network for joint inversion of geophysical data to identify geothermal sweet spots in Gandhar, Gujarat, India",2021,"the scope of artificial neural networks in geothermal reservoir  In order to identify geothermal  sweet spots in the subsurface,  geothermal sweet spots. The results of this study show the",Energy Geoscience,"['A Yadav', 'K Yadav', 'A Sircar']"
Artificial intelligence as a tool for conservation and efficient utilization of renewable resource,2022,"like water, solar, wind, and geothermal using various Artificial Intelligence (AI) techniques.  The  For geothermal energy, models such as Artificial Bee Colony (ABC) algorithm and MLP",Artificial intelligence for …,"['N Vinay', 'AS Bale', 'S Tiwari']"
"A New Modeling Framework for Geothermal Operational Optimization with Machine Learning (GOOML). Energies 2021, 14, 6852",2021,in artificial intelligence (AI) and machine learning (ML) tools. Such innovations in geothermal   new framework for Geothermal Operational Optimization with Machine Learning. By taking,NA,"['G Buster', 'P Siratovich', 'N Taverna', 'M Rossol', 'J Weers']"
Applying machine learning to predict the rate of penetration for geothermal drilling located in the Utah FORGE site,2022,of machine learning and deep learning algorithms to predict the nonlinear behavior of the  ROP. The well was drilled to confirm the geothermal  regressor and the artificial neural network,Energies,"['MA Ben Aoun', 'T Madarász']"
A Robust Prediction Method Based on Artificial Neural Network for Power Output of Organic Rankine Cycle in Lahendong Geothermal Field,2020,"Artificial Intelligence (AI), and it is a significant opportunity for the industry; especially the  application of Machine Learning ( ML application in the geothermal industry, the determination",… World Geothermal …,"['K Pudyastuti', 'YK Dalimunthe']"
Predicting Future Heat Outputs from Enhanced Geothermal System Utilizing Machine Learning Approach,2024,Integration of machine learning with the physics of geothermal systems holds  intelligent  model using machine learning to forecast log-derived future temperatures in a geothermal,SPE Western Regional …,"['F Nath', 'NAG Romero', 'E Cabezudo']"
… approach based on artificial neural network combined with MOGWO algorithm to study a novel polygeneration scheme using a modified dual-flash geothermal cycle,2023,"Flash-based geothermal cycles correspond to  scheme, integrated with a dual-flash geothermal  cycle equipped with self- Afterward, an intelligent approach relying on an artificial neural",Process Safety and …,"['MA Haghghi', 'A Hasanzadeh', 'E Nadimi']"
Implementation of Predictive Machine Learning Algorithms on Heated Geothermal Bridge Data,2024,"Moreover, in fields like artificial intelligence and automation, machine learning has proven   in the application of artificial intelligence (AI) techniques, such as machine learning and deep",… Machine Intelligence …,"['F Soleimani', 'S Bidi']"
Machine Learning Based Techno-economic Assessment and Optimization of an Enhanced Geothermal System,2024,"Geothermal energy, particularly through the utilization of Enhanced Geothermal Systems (  -EGS framework, applied to the Qiabuqia geothermal field in China, to explore the technical",Machine Learning,['Z Xue']
Experimental and machine learning study of thermal conductivity of cement composites for geothermal wells,2023,Geothermal energy is the thermal energy present within the sub-surface of the earth. The  efficiency of any geothermal energy  during the production stage of a geothermal well. In deep,Geothermics,"['K Abid', 'S Srivastava', 'MLR Tellez', 'M Amani', 'C Teodoriu']"
Real-time prediction of bottom-hole circulating temperature in geothermal wells using machine learning models,2024,temperature (BHCT) during geothermal drilling is crucial for  This study introduces a novel  machine learning (ML) model  induced challenges during geothermal drilling operations.,Geoenergy Science and …,"['MS Khaled', 'N Wang', 'P Ashok', 'E van Oort']"
Predicting the Geothermal Gradient in Colombia: a Machine Learning Approach,2024,"Finally, we highlight the capability of Machine learning to contribute, through continued  improvements, to the sustainable development of Colombia’s geothermal resources and other",arXiv preprint arXiv:2404.05184,"['MA Florez', 'R Bernal-Olaya']"
A robust optimization approach of well placement for doublet in heterogeneous geothermal reservoirs using random forest technique and genetic algorithm,2022,"In this study, the integrated geothermal reservoir model with the simplified geothermal well  model was first built and then used to generate the training and test data sets. It was assumed",Energy,"['J Wang', 'Z Zhao', 'G Liu', 'H Xu']"
Delineating faults at the soda lake geothermal field using machine learning,2021,to the development of machine learning. We develop a novel machine learning-based fault   We demonstrate through seismic migration images from the Soda Lake geothermal field,… on Geothermal …,"['K Gao', 'L Huang', 'R Lin', 'H Hu', 'Y Zheng']"
Discovering signatures of hidden geothermal resources based on unsupervised learning,2020,"of hidden geothermal resources. In our ML for geothermal exploration research, one of  our goals is to discover the signatures (features) characterizing geothermal resources and",NA,"['VV Vesselinov', 'MK Mudunuru', 'B Ahmmed', 'S Karra']"
Optimization of geothermal energy aided absorption refrigeration system—GAARS: A novel ANN-based approach,2017,"The aim of this study is to optimize the geothermal energy aided absorption refrigeration  system using NH 3 –H 2 O as the working fluid. A total of 3660 different designs, with different",Geothermics,"['A Tugcu', 'O Arslan']"
Predicting geographical suitability of geothermal power plants,2020,map of potential geothermal sites at  geothermal site suitability and geothermal plants  operation. The reliability of our map is assessed against currently active and planned geothermal,Journal of Cleaner Production,"['G Coro', 'E Trumpy']"
